ID_Cliente,Total_Mediciones,Mediciones_Agresivas,Promedio_Aceleracion,Porcentaje_Agresivo,Categoria_Riesgo
1362,4709,1182,0.113316992986042,25.100870673179,Riesgo Alto - Aumento de Prima
745,4606,1171,0.11205084819346,25.4233608336952,Riesgo Alto - Aumento de Prima
1435,4681,1146,0.109048137913167,24.481948301645,Riesgo Alto - Aumento de Prima
960,4696,1175,0.111327937985524,25.0212947189097,Riesgo Alto - Aumento de Prima
1330,4540,1154,0.113307662680045,25.4185022026432,Riesgo Alto - Aumento de Prima
894,4506,1122,0.111461761856749,24.9001331557923,Riesgo Alto - Aumento de Prima
1125,4683,1124,0.110333734470838,24.001708306641,Riesgo Alto - Aumento de Prima
1349,4743,1134,0.108692554398108,23.9089184060721,Riesgo Alto - Aumento de Prima
235,4762,1197,0.110352987148777,25.1364972700546,Riesgo Alto - Aumento de Prima
1181,4762,1117,0.108445980567168,23.4565308693826,Riesgo Alto - Aumento de Prima
1344,4678,1154,0.113089193741445,24.6686618212912,Riesgo Alto - Aumento de Prima
351,4661,1156,0.11161996090946,24.8015447328899,Riesgo Alto - Aumento de Prima
648,4624,1144,0.111503293425335,24.7404844290657,Riesgo Alto - Aumento de Prima
393,4732,1204,0.111482763892415,25.4437869822485,Riesgo Alto - Aumento de Prima
191,4594,1135,0.110038002432105,24.7061384414454,Riesgo Alto - Aumento de Prima
259,4633,1212,0.113215033124053,26.1601554068638,Riesgo Alto - Aumento de Prima
925,4740,1192,0.111571611780566,25.1476793248945,Riesgo Alto - Aumento de Prima
505,4759,1206,0.112151933398944,25.3414582895566,Riesgo Alto - Aumento de Prima
692,4623,1113,0.108200316630012,24.0752757949384,Riesgo Alto - Aumento de Prima
1129,4745,1169,0.108049977314947,24.63645943098,Riesgo Alto - Aumento de Prima
921,4713,1209,0.113672106437653,25.6524506683641,Riesgo Alto - Aumento de Prima
31,4670,1182,0.111355575060082,25.3104925053533,Riesgo Alto - Aumento de Prima
577,4613,1162,0.113263856880842,25.1896813353566,Riesgo Alto - Aumento de Prima
1388,4711,1168,0.111160504022144,24.7930375716408,Riesgo Alto - Aumento de Prima
966,4645,1142,0.111239342108321,24.5855758880517,Riesgo Alto - Aumento de Prima
1028,4698,1201,0.11356230268557,25.5640698169434,Riesgo Alto - Aumento de Prima
767,4754,1225,0.115065609609702,25.7677745056794,Riesgo Alto - Aumento de Prima
264,4735,1160,0.110393798522216,24.4984160506864,Riesgo Alto - Aumento de Prima
440,4590,1150,0.111713110834107,25.0544662309368,Riesgo Alto - Aumento de Prima
1360,4667,1144,0.110475229550439,24.5125348189415,Riesgo Alto - Aumento de Prima
582,4686,1218,0.112492470444774,25.9923175416133,Riesgo Alto - Aumento de Prima
1203,4652,1183,0.110627905694025,25.4299226139295,Riesgo Alto - Aumento de Prima
791,4570,1109,0.109510640880157,24.2669584245077,Riesgo Alto - Aumento de Prima
1281,4554,1133,0.111682126525779,24.8792270531401,Riesgo Alto - Aumento de Prima
1297,4582,1188,0.113615818732134,25.927542557835,Riesgo Alto - Aumento de Prima
1126,4648,1104,0.107648802624093,23.7521514629948,Riesgo Alto - Aumento de Prima
869,4644,1153,0.110411038022412,24.8277347114556,Riesgo Alto - Aumento de Prima
625,4631,1157,0.110020622651046,24.983804793781,Riesgo Alto - Aumento de Prima
148,4687,1177,0.11130927692524,25.1120119479411,Riesgo Alto - Aumento de Prima
1487,4706,1175,0.110852658754995,24.9681257968551,Riesgo Alto - Aumento de Prima
945,4660,1134,0.111333439606358,24.3347639484979,Riesgo Alto - Aumento de Prima
616,4721,1156,0.109309892227477,24.4863376403304,Riesgo Alto - Aumento de Prima
789,4464,1083,0.109444859501458,24.260752688172,Riesgo Alto - Aumento de Prima
1333,4699,1185,0.112369143371117,25.2181315173441,Riesgo Alto - Aumento de Prima
1444,4623,1174,0.11243790411708,25.3947653039152,Riesgo Alto - Aumento de Prima
1109,4669,1148,0.111602496459593,24.5877061469265,Riesgo Alto - Aumento de Prima
410,4546,1151,0.111507502869724,25.3189617245931,Riesgo Alto - Aumento de Prima
428,4566,1139,0.109148130086874,24.9452474813841,Riesgo Alto - Aumento de Prima
981,4706,1181,0.111647923239929,25.0956226094348,Riesgo Alto - Aumento de Prima
685,4617,1143,0.11357902523469,24.7563352826511,Riesgo Alto - Aumento de Prima
667,4740,1185,0.110924968425096,25,Riesgo Alto - Aumento de Prima
1149,4690,1209,0.11391299028643,25.7782515991471,Riesgo Alto - Aumento de Prima
1138,4637,1157,0.110350500212393,24.9514772482208,Riesgo Alto - Aumento de Prima
308,4645,1143,0.109481717875412,24.6071044133477,Riesgo Alto - Aumento de Prima
33,4588,1169,0.112742394365337,25.4795117698344,Riesgo Alto - Aumento de Prima
276,4704,1207,0.112761852734809,25.6590136054422,Riesgo Alto - Aumento de Prima
106,4586,1151,0.11216786344753,25.0981247274313,Riesgo Alto - Aumento de Prima
540,4715,1177,0.112993322300318,24.9628844114528,Riesgo Alto - Aumento de Prima
708,4580,1155,0.113754575189599,25.2183406113537,Riesgo Alto - Aumento de Prima
229,4673,1165,0.111318548221405,24.9304515300663,Riesgo Alto - Aumento de Prima
143,4733,1162,0.111259178474111,24.5510247200507,Riesgo Alto - Aumento de Prima
1083,4763,1190,0.111001399329289,24.984253621667,Riesgo Alto - Aumento de Prima
313,4705,1147,0.109931356109876,24.3783209351754,Riesgo Alto - Aumento de Prima
801,4733,1165,0.112063957030962,24.6144094654553,Riesgo Alto - Aumento de Prima
721,4743,1176,0.110882470379142,24.7944339025933,Riesgo Alto - Aumento de Prima
841,4691,1192,0.112254017341197,25.410360264336,Riesgo Alto - Aumento de Prima
984,4707,1232,0.115718099922376,26.173783726365,Riesgo Alto - Aumento de Prima
525,4662,1130,0.10752868748142,24.2385242385242,Riesgo Alto - Aumento de Prima
947,4682,1162,0.111405441552902,24.8184536522854,Riesgo Alto - Aumento de Prima
277,4550,1167,0.114760645252141,25.6483516483516,Riesgo Alto - Aumento de Prima
274,4728,1212,0.114482635575888,25.6345177664975,Riesgo Alto - Aumento de Prima
1324,4683,1144,0.110881827445851,24.4287849669016,Riesgo Alto - Aumento de Prima
1436,4608,1133,0.111109004936635,24.5876736111111,Riesgo Alto - Aumento de Prima
632,4633,1156,0.112343605245534,24.9514353550615,Riesgo Alto - Aumento de Prima
169,4674,1205,0.112475086987004,25.7809157038939,Riesgo Alto - Aumento de Prima
354,4683,1201,0.111848275398721,25.645953448644,Riesgo Alto - Aumento de Prima
1250,4711,1191,0.111987620877861,25.2812566334112,Riesgo Alto - Aumento de Prima
234,4675,1191,0.111938670468188,25.475935828877,Riesgo Alto - Aumento de Prima
714,4753,1208,0.113434733924447,25.4155270355565,Riesgo Alto - Aumento de Prima
605,4658,1160,0.112663847299645,24.9033920137398,Riesgo Alto - Aumento de Prima
315,4565,1150,0.112136044521978,25.1916757940854,Riesgo Alto - Aumento de Prima
1368,4773,1212,0.112564207574373,25.3928346951603,Riesgo Alto - Aumento de Prima
526,4680,1213,0.113627921854272,25.9188034188034,Riesgo Alto - Aumento de Prima
181,4601,1148,0.111689866891153,24.951097587481,Riesgo Alto - Aumento de Prima
550,4711,1173,0.111481151666255,24.8991721502866,Riesgo Alto - Aumento de Prima
339,4628,1157,0.111315522853152,25,Riesgo Alto - Aumento de Prima
172,4516,1160,0.11371094763301,25.6864481842338,Riesgo Alto - Aumento de Prima
1365,4601,1129,0.110341510831867,24.5381438817648,Riesgo Alto - Aumento de Prima
309,4603,1164,0.112925752981146,25.2878557462525,Riesgo Alto - Aumento de Prima
324,4680,1160,0.111472847117662,24.7863247863248,Riesgo Alto - Aumento de Prima
799,4730,1198,0.112367641662057,25.3276955602537,Riesgo Alto - Aumento de Prima
1186,4729,1183,0.111361732045713,25.0158595897653,Riesgo Alto - Aumento de Prima
184,4658,1141,0.111959671693969,24.4954916273079,Riesgo Alto - Aumento de Prima
326,4820,1269,0.11557704258736,26.3278008298755,Riesgo Alto - Aumento de Prima
1455,4752,1215,0.115613393825698,25.5681818181818,Riesgo Alto - Aumento de Prima
407,4705,1121,0.109600918440152,23.8257173219979,Riesgo Alto - Aumento de Prima
824,4761,1183,0.110748130150434,24.8477210670027,Riesgo Alto - Aumento de Prima
529,4732,1223,0.111962809864645,25.8453085376162,Riesgo Alto - Aumento de Prima
1336,4558,1088,0.107715388049673,23.8701184730145,Riesgo Alto - Aumento de Prima
1252,4562,1149,0.111931385171414,25.1863217886892,Riesgo Alto - Aumento de Prima
384,4636,1157,0.113868565009911,24.9568593615186,Riesgo Alto - Aumento de Prima
355,4635,1183,0.112856632612825,25.5231930960086,Riesgo Alto - Aumento de Prima
240,4672,1152,0.110886983461215,24.6575342465753,Riesgo Alto - Aumento de Prima
534,4689,1154,0.11063423727307,24.6107912134784,Riesgo Alto - Aumento de Prima
38,4743,1125,0.109593187069527,23.719165085389,Riesgo Alto - Aumento de Prima
797,4703,1161,0.111900254819649,24.6863704018712,Riesgo Alto - Aumento de Prima
1476,4699,1204,0.112237339407736,25.6224728665674,Riesgo Alto - Aumento de Prima
749,4635,1162,0.110459161563891,25.0701186623517,Riesgo Alto - Aumento de Prima
1094,4629,1154,0.112150829615374,24.9297904515014,Riesgo Alto - Aumento de Prima
1403,4743,1183,0.111539084375751,24.9420198186802,Riesgo Alto - Aumento de Prima
211,4698,1242,0.114094628336665,26.4367816091954,Riesgo Alto - Aumento de Prima
527,4627,1202,0.112438962499276,25.9779554787119,Riesgo Alto - Aumento de Prima
253,4648,1166,0.111721208892556,25.0860585197935,Riesgo Alto - Aumento de Prima
1482,4644,1118,0.109242991674901,24.0740740740741,Riesgo Alto - Aumento de Prima
1323,4639,1180,0.112085595587606,25.436516490623,Riesgo Alto - Aumento de Prima
1011,4746,1176,0.110246459686423,24.7787610619469,Riesgo Alto - Aumento de Prima
420,4675,1160,0.109491181692325,24.8128342245989,Riesgo Alto - Aumento de Prima
1298,4645,1161,0.109991704715994,24.994617868676,Riesgo Alto - Aumento de Prima
976,4682,1143,0.110107494748593,24.4126441691585,Riesgo Alto - Aumento de Prima
1042,4714,1183,0.111656114024784,25.0954603309292,Riesgo Alto - Aumento de Prima
932,4739,1178,0.112963184995394,24.857564887107,Riesgo Alto - Aumento de Prima
275,4729,1172,0.108703792236812,24.7832522732079,Riesgo Alto - Aumento de Prima
198,4703,1152,0.111225121010378,24.4950031894535,Riesgo Alto - Aumento de Prima
1152,4648,1148,0.111086536943085,24.6987951807229,Riesgo Alto - Aumento de Prima
1142,4672,1180,0.112388089080893,25.2568493150685,Riesgo Alto - Aumento de Prima
193,4726,1191,0.111763373619428,25.2010156580618,Riesgo Alto - Aumento de Prima
613,4768,1191,0.109756188508903,24.9790268456376,Riesgo Alto - Aumento de Prima
452,4734,1192,0.112360814370888,25.1795521757499,Riesgo Alto - Aumento de Prima
1398,4625,1201,0.114426235245622,25.9675675675676,Riesgo Alto - Aumento de Prima
286,4688,1201,0.112769035559911,25.6186006825939,Riesgo Alto - Aumento de Prima
642,4710,1202,0.11182509094907,25.52016985138,Riesgo Alto - Aumento de Prima
882,4712,1179,0.1129348453769,25.0212224108659,Riesgo Alto - Aumento de Prima
782,4667,1171,0.113291597199223,25.091064923934,Riesgo Alto - Aumento de Prima
1010,4837,1241,0.112125447670903,25.6563985941699,Riesgo Alto - Aumento de Prima
889,4580,1141,0.112092833999663,24.9126637554585,Riesgo Alto - Aumento de Prima
1448,4716,1170,0.111271573897429,24.8091603053435,Riesgo Alto - Aumento de Prima
363,4717,1170,0.110855161994525,24.8039007843969,Riesgo Alto - Aumento de Prima
1399,4634,1113,0.108645652331685,24.0181268882175,Riesgo Alto - Aumento de Prima
842,4717,1182,0.111124262483864,25.0582997668009,Riesgo Alto - Aumento de Prima
377,4618,1153,0.111449298174147,24.9675184062365,Riesgo Alto - Aumento de Prima
218,4590,1174,0.112686408673509,25.5773420479303,Riesgo Alto - Aumento de Prima
1159,4695,1195,0.111294461601267,25.4526091586795,Riesgo Alto - Aumento de Prima
23,4660,1183,0.112837964977942,25.3862660944206,Riesgo Alto - Aumento de Prima
941,4612,1123,0.110130601883292,24.3495229835213,Riesgo Alto - Aumento de Prima
1480,4669,1184,0.114066259055616,25.3587491968302,Riesgo Alto - Aumento de Prima
556,4553,1155,0.112765629960798,25.3678893037558,Riesgo Alto - Aumento de Prima
794,4691,1177,0.111257486036809,25.0905990193989,Riesgo Alto - Aumento de Prima
574,4636,1172,0.112233973737801,25.2804141501294,Riesgo Alto - Aumento de Prima
335,4711,1173,0.111564526092769,24.8991721502866,Riesgo Alto - Aumento de Prima
1066,4641,1141,0.108994513131938,24.5852187028658,Riesgo Alto - Aumento de Prima
1224,4751,1211,0.111869796224373,25.4893706588087,Riesgo Alto - Aumento de Prima
1304,4700,1140,0.1092743449223,24.2553191489362,Riesgo Alto - Aumento de Prima
776,4723,1200,0.113391772930453,25.4075799280119,Riesgo Alto - Aumento de Prima
1345,4600,1124,0.110058927468022,24.4347826086957,Riesgo Alto - Aumento de Prima
180,4771,1160,0.110564163252975,24.3135610983022,Riesgo Alto - Aumento de Prima
107,4698,1165,0.113369446188091,24.7977862920392,Riesgo Alto - Aumento de Prima
562,4694,1151,0.11010593145474,24.5206646783127,Riesgo Alto - Aumento de Prima
406,4678,1151,0.108579707531452,24.6045318512185,Riesgo Alto - Aumento de Prima
1347,4700,1214,0.112387150478143,25.8297872340426,Riesgo Alto - Aumento de Prima
444,4669,1163,0.112763982374342,24.9089740843864,Riesgo Alto - Aumento de Prima
636,4783,1203,0.111713169088356,25.1515785072131,Riesgo Alto - Aumento de Prima
322,4727,1207,0.113804070027087,25.5341654326211,Riesgo Alto - Aumento de Prima
397,4698,1205,0.112890099392364,25.6492124308216,Riesgo Alto - Aumento de Prima
903,4545,1168,0.113343101815084,25.6985698569857,Riesgo Alto - Aumento de Prima
269,4750,1223,0.111128204776417,25.7473684210526,Riesgo Alto - Aumento de Prima
769,4610,1187,0.113052137473664,25.7483731019523,Riesgo Alto - Aumento de Prima
1370,4708,1155,0.108011782357156,24.5327102803738,Riesgo Alto - Aumento de Prima
1187,4745,1184,0.110963067669929,24.9525816649104,Riesgo Alto - Aumento de Prima
485,4686,1193,0.111178944388085,25.4588134869825,Riesgo Alto - Aumento de Prima
503,4686,1164,0.111394832274872,24.8399487836108,Riesgo Alto - Aumento de Prima
1086,4694,1192,0.111657579751048,25.3941201533873,Riesgo Alto - Aumento de Prima
905,4703,1200,0.111780310789822,25.5156283223474,Riesgo Alto - Aumento de Prima
341,4606,1173,0.113663551240325,25.4667824576639,Riesgo Alto - Aumento de Prima
390,4576,1145,0.112470947276161,25.0218531468532,Riesgo Alto - Aumento de Prima
658,4606,1155,0.110181970900522,25.0759878419453,Riesgo Alto - Aumento de Prima
9,4702,1172,0.112929825970701,24.9255635899617,Riesgo Alto - Aumento de Prima
563,4748,1217,0.111887612548994,25.6318449873631,Riesgo Alto - Aumento de Prima
1079,4699,1136,0.110999581769855,24.175356458821,Riesgo Alto - Aumento de Prima
1064,4490,1122,0.112156273661496,24.988864142539,Riesgo Alto - Aumento de Prima
1273,4690,1185,0.110837240030261,25.2665245202559,Riesgo Alto - Aumento de Prima
1026,4743,1174,0.110537245079888,24.7522664979971,Riesgo Alto - Aumento de Prima
640,4763,1112,0.106991312050503,23.3466302750367,Riesgo Alto - Aumento de Prima
997,4519,1094,0.108447544683845,24.2088957734012,Riesgo Alto - Aumento de Prima
246,4662,1156,0.111118334744608,24.7962247962248,Riesgo Alto - Aumento de Prima
950,4659,1184,0.110561987613052,25.4131787937326,Riesgo Alto - Aumento de Prima
149,4646,1158,0.109729590523872,24.9246663796814,Riesgo Alto - Aumento de Prima
826,4617,1131,0.110043691667136,24.4964262508122,Riesgo Alto - Aumento de Prima
1248,4611,1144,0.109698905391637,24.8102363912383,Riesgo Alto - Aumento de Prima
19,4657,1181,0.112958924798267,25.3596736096199,Riesgo Alto - Aumento de Prima
1016,4665,1183,0.111719123424075,25.3590568060021,Riesgo Alto - Aumento de Prima
684,4734,1218,0.111259700370012,25.7287705956908,Riesgo Alto - Aumento de Prima
1438,4562,1072,0.109212394724437,23.4984655852696,Riesgo Alto - Aumento de Prima
1098,4547,1173,0.112816443682881,25.7972289421597,Riesgo Alto - Aumento de Prima
910,4632,1122,0.108820301584192,24.2227979274611,Riesgo Alto - Aumento de Prima
469,4657,1187,0.114104320846988,25.4885119175435,Riesgo Alto - Aumento de Prima
592,4752,1148,0.107833308743333,24.1582491582492,Riesgo Alto - Aumento de Prima
250,4590,1146,0.111919188297647,24.9673202614379,Riesgo Alto - Aumento de Prima
64,4778,1272,0.115580270443264,26.6220175805776,Riesgo Alto - Aumento de Prima
1498,4748,1146,0.109051553837008,24.1364785172704,Riesgo Alto - Aumento de Prima
751,4569,1151,0.11023462121493,25.191507988619,Riesgo Alto - Aumento de Prima
1289,4702,1174,0.113211000283703,24.9680986814122,Riesgo Alto - Aumento de Prima
451,4608,1120,0.109249530898004,24.3055555555556,Riesgo Alto - Aumento de Prima
1394,4655,1137,0.110294854731904,24.4253490870032,Riesgo Alto - Aumento de Prima
555,4719,1181,0.113991093212982,25.0264886628523,Riesgo Alto - Aumento de Prima
30,4646,1120,0.110867572194097,24.1067585019372,Riesgo Alto - Aumento de Prima
1091,4709,1185,0.111589047526995,25.1645784667658,Riesgo Alto - Aumento de Prima
165,4805,1191,0.112804483186326,24.786680541103,Riesgo Alto - Aumento de Prima
600,4719,1249,0.115893611891198,26.4674719220174,Riesgo Alto - Aumento de Prima
504,4718,1207,0.113312022845568,25.5828740991946,Riesgo Alto - Aumento de Prima
1084,4565,1153,0.110459684344232,25.2573932092004,Riesgo Alto - Aumento de Prima
673,4598,1137,0.111097038313729,24.7281426707264,Riesgo Alto - Aumento de Prima
1030,4645,1126,0.107773272762802,24.2411194833154,Riesgo Alto - Aumento de Prima
1089,4688,1187,0.109933648921928,25.3199658703072,Riesgo Alto - Aumento de Prima
1475,4680,1148,0.109842804576909,24.5299145299145,Riesgo Alto - Aumento de Prima
1335,4572,1186,0.114095887003526,25.9405074365704,Riesgo Alto - Aumento de Prima
103,4675,1171,0.113015802906258,25.048128342246,Riesgo Alto - Aumento de Prima
1343,4676,1169,0.111767711717198,25,Riesgo Alto - Aumento de Prima
200,4661,1179,0.112456832757287,25.2950010727312,Riesgo Alto - Aumento de Prima
27,4726,1172,0.111577095756498,24.7989843419382,Riesgo Alto - Aumento de Prima
871,4622,1153,0.112641623824063,24.9459108610991,Riesgo Alto - Aumento de Prima
724,4752,1238,0.115656023601992,26.0521885521886,Riesgo Alto - Aumento de Prima
1082,4741,1151,0.110975074426221,24.277578569922,Riesgo Alto - Aumento de Prima
652,4663,1156,0.112648474385337,24.7909071413253,Riesgo Alto - Aumento de Prima
41,4632,1183,0.113140229066474,25.5397236614853,Riesgo Alto - Aumento de Prima
951,4688,1153,0.11090813099954,24.5947098976109,Riesgo Alto - Aumento de Prima
875,4746,1183,0.108922245023915,24.9262536873156,Riesgo Alto - Aumento de Prima
1033,4722,1139,0.108908247046028,24.1211351122406,Riesgo Alto - Aumento de Prima
281,4739,1201,0.112201253327451,25.3428993458536,Riesgo Alto - Aumento de Prima
1405,4685,1175,0.112645516549565,25.0800426894344,Riesgo Alto - Aumento de Prima
82,4577,1120,0.109463621268319,24.4701769718156,Riesgo Alto - Aumento de Prima
1288,4721,1172,0.111429912789607,24.8252488879475,Riesgo Alto - Aumento de Prima
804,4562,1086,0.110714521121371,23.8053485313459,Riesgo Alto - Aumento de Prima
1247,4598,1108,0.109407796484146,24.0974336668117,Riesgo Alto - Aumento de Prima
1145,4551,1155,0.113033024914791,25.3790375741595,Riesgo Alto - Aumento de Prima
88,4709,1155,0.112523775155873,24.5275005308983,Riesgo Alto - Aumento de Prima
897,4587,1166,0.113838018931121,25.4196642685851,Riesgo Alto - Aumento de Prima
1005,4750,1245,0.115336319111103,26.2105263157895,Riesgo Alto - Aumento de Prima
1434,4819,1171,0.107898504278981,24.2996472297157,Riesgo Alto - Aumento de Prima
848,4697,1127,0.10929357761129,23.9940387481371,Riesgo Alto - Aumento de Prima
926,4692,1128,0.108242462995851,24.0409207161125,Riesgo Alto - Aumento de Prima
1044,4704,1151,0.110545114635994,24.468537414966,Riesgo Alto - Aumento de Prima
829,4578,1165,0.113610001466063,25.4477937964177,Riesgo Alto - Aumento de Prima
369,4662,1161,0.11096826085763,24.9034749034749,Riesgo Alto - Aumento de Prima
1146,4609,1170,0.112020741371596,25.3851160772402,Riesgo Alto - Aumento de Prima
845,4622,1165,0.111215403141577,25.2055387278235,Riesgo Alto - Aumento de Prima
10,4549,1195,0.113915402214218,26.2695097823698,Riesgo Alto - Aumento de Prima
566,4788,1203,0.112092903573655,25.125313283208,Riesgo Alto - Aumento de Prima
1447,4478,1106,0.111601865686864,24.6985261277356,Riesgo Alto - Aumento de Prima
14,4647,1217,0.112886297956222,26.188939100495,Riesgo Alto - Aumento de Prima
228,4735,1205,0.111784608021437,25.4487856388596,Riesgo Alto - Aumento de Prima
89,4742,1163,0.110626864103188,24.5255166596373,Riesgo Alto - Aumento de Prima
543,4728,1250,0.11413548485123,26.4382402707276,Riesgo Alto - Aumento de Prima
1201,4713,1174,0.113202906068892,24.9098238913643,Riesgo Alto - Aumento de Prima
621,4660,1215,0.113790955674344,26.0729613733906,Riesgo Alto - Aumento de Prima
247,4658,1145,0.109076246936902,24.5813653928725,Riesgo Alto - Aumento de Prima
1209,4778,1229,0.112481502432663,25.7220594390959,Riesgo Alto - Aumento de Prima
190,4753,1221,0.111991431760157,25.6890385019987,Riesgo Alto - Aumento de Prima
1311,4795,1191,0.109909402578786,24.8383733055266,Riesgo Alto - Aumento de Prima
878,4585,1128,0.111620280551142,24.6019629225736,Riesgo Alto - Aumento de Prima
764,4711,1180,0.110993080380244,25.0477605603906,Riesgo Alto - Aumento de Prima
338,4569,1129,0.111752613064173,24.7100021886627,Riesgo Alto - Aumento de Prima
779,4732,1207,0.112982041208138,25.5071851225697,Riesgo Alto - Aumento de Prima
34,4573,1112,0.10924663216326,24.3166411546031,Riesgo Alto - Aumento de Prima
251,4573,1110,0.112814013244323,24.2729061884977,Riesgo Alto - Aumento de Prima
731,4755,1171,0.110849474050577,24.6267087276551,Riesgo Alto - Aumento de Prima
909,4678,1182,0.111126763289435,25.2672082086362,Riesgo Alto - Aumento de Prima
660,4645,1151,0.11154690904748,24.7793326157158,Riesgo Alto - Aumento de Prima
1081,4665,1136,0.108443914063949,24.3515541264737,Riesgo Alto - Aumento de Prima
834,4696,1215,0.114323364435154,25.8730834752981,Riesgo Alto - Aumento de Prima
597,4707,1143,0.108922589566064,24.282982791587,Riesgo Alto - Aumento de Prima
937,4662,1158,0.113806690646578,24.8391248391248,Riesgo Alto - Aumento de Prima
432,4698,1176,0.109826767974445,25.0319284802043,Riesgo Alto - Aumento de Prima
1494,4603,1158,0.112799309150353,25.1575059743645,Riesgo Alto - Aumento de Prima
578,4714,1149,0.110085800157823,24.3742044972423,Riesgo Alto - Aumento de Prima
558,4616,1124,0.110280362879752,24.3500866551127,Riesgo Alto - Aumento de Prima
1133,4715,1199,0.110468505962151,25.4294803817603,Riesgo Alto - Aumento de Prima
1460,4707,1173,0.110691636474347,24.9203314212874,Riesgo Alto - Aumento de Prima
1100,4665,1149,0.11150808447975,24.6302250803859,Riesgo Alto - Aumento de Prima
880,4764,1179,0.109638916027901,24.7481108312343,Riesgo Alto - Aumento de Prima
619,4776,1174,0.10992890660202,24.5812395309883,Riesgo Alto - Aumento de Prima
559,4727,1209,0.111516301337098,25.576475565898,Riesgo Alto - Aumento de Prima
285,4751,1157,0.111863901462163,24.3527678383498,Riesgo Alto - Aumento de Prima
1238,4697,1224,0.112069570927263,26.0591867149244,Riesgo Alto - Aumento de Prima
122,4560,1148,0.112451868702012,25.1754385964912,Riesgo Alto - Aumento de Prima
1396,4608,1151,0.110659983259293,24.9782986111111,Riesgo Alto - Aumento de Prima
358,4623,1158,0.112093464927218,25.0486696950032,Riesgo Alto - Aumento de Prima
1000,4621,1194,0.112392324007177,25.8385630815841,Riesgo Alto - Aumento de Prima
1356,4714,1206,0.112540517329558,25.5833686890115,Riesgo Alto - Aumento de Prima
1459,4732,1165,0.111176440123003,24.6196111580727,Riesgo Alto - Aumento de Prima
1172,4778,1182,0.109505267192709,24.7383842611972,Riesgo Alto - Aumento de Prima
1485,4583,1120,0.110067027545007,24.4381409557059,Riesgo Alto - Aumento de Prima
